Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
57,"T Ji, W Li, X Zhu, M Liu","Survey on indoor fingerprint localization for BLE",2022,"2022 IEEE 6th information technology …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9734528/","https://scholar.google.com/scholar?cites=13446454688628943529&as_sdt=2005&sciodt=2007&hl=en",11,"2026-09-22 08:28:53","","","",,,,,,57,14.25,14,4,4,"… indexes and influence factors of fingerprint positioning technology are introduced. Then, the current fingerprint … The principle and process of fingerprint localization are emphatically …","","https://scholar.google.com/scholar?q=related:qSodBExnm7oJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
60,"X Ouyang, R Liu, X Hu, J Li, R Tang, X Jin…","Preparation, characterization, and application of a red phosphor Ca2InTaO6: Eu3+ in w-LEDs and latent fingerprint detection",2023,"Journal of Alloys and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S092583882300018X","https://scholar.google.com/scholar?cites=1732902736130307769&as_sdt=2005&sciodt=2007&hl=en",12,"2026-09-22 08:28:53","","","",,,,,,60,20.00,9,7,3,"… However, the lack of red color leads to high correlation color temperature (CCT) and low color rendering index (CRI) problems. For red-emitting phosphors, nitride and oxynitride …","","https://scholar.google.com/scholar?q=related:uXZZcduBDBgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
97,"T Ni, X Zhang, Q Zhao","Recovering fingerprints from in-display fingerprint sensors via electromagnetic side channel",2023,"Proceedings of the 2023 ACM SIGSAC …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3576915.3623153","https://scholar.google.com/scholar?cites=620663299871333433&as_sdt=2005&sciodt=2007&hl=en",13,"2026-09-22 08:28:53","","10.1145/3576915.3623153","",,,,,,97,32.33,32,3,3,"… 72], our attack can recover unseen fingerprints from the EM emanations without requiring … ’s performance when recovering fingerprints of different fingers: thumb, index finger, middle …","https://dl.acm.org/doi/pdf/10.1145/3576915.3623153","https://scholar.google.com/scholar?q=related:OdzzmfsJnQgJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
90,"W Li, WY Guo, M Pasgaard, Z Niu, L Wang…","Human fingerprint on structural density of forests globally",2023,"Nature …","nature.com","https://www.nature.com/articles/s41893-022-01020-5","https://scholar.google.com/scholar?cites=12732606444666547495&as_sdt=2005&sciodt=2007&hl=en",14,"2026-09-22 08:28:53","","","",,,,,,90,30.00,15,6,3,"… Using a synthetic forest canopy structure index, we map forest structural density at a near-global scale using a satellite dataset. We find distinct latitudinal patterns of multidimensional …","https://faculty.ecnu.edu.cn/_upload/article/files/ff/93/0248dfb64ef3abf23291eb98aee1/08e875f8-0735-4080-874f-5313fc092c26.pdf","https://scholar.google.com/scholar?q=related:J-0y5xlOs7AJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
73,"X Zha, T Li, Z Qiu, F Li","Cross-receiver radio frequency fingerprint identification based on contrastive learning and subdomain adaptation",2023,"IEEE Signal Processing Letters","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10034841/","https://scholar.google.com/scholar?cites=5814034070043433084&as_sdt=2005&sciodt=2007&hl=en",15,"2026-09-22 08:28:53","","","",,,,,,73,24.33,18,4,3,"… See https://www.ieee.org/publications/rights/index.html for more information. … where lstart and lend represent the start and end indexes of the mask, respectively. Finally, we add the …","","https://scholar.google.com/scholar?q=related:fBj1wC6Zr1AJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
375,"Z Zhang, Z Wang, C Zhang, Z Yao, S Zhang…","Advanced terahertz refractive sensing and fingerprint recognition through metasurface‐excited surface waves",2024,"Advanced …","Wiley Online Library","https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202308453","https://scholar.google.com/scholar?cites=1705439186695517330&as_sdt=2005&sciodt=2007&hl=en",16,"2026-09-22 08:28:53","","10.1002/adma.202308453","",,,,,,375,187.50,63,6,2,"… The uniform influence arises from the real and null imaginary parts of the refractive index, … refractive index on the SWs transmission. As shown in Figure 3c, the refractive index change of …","https://www.researchgate.net/profile/Zhuo-Wang-64/publication/377186363_Advanced_Terahertz_Refractive_Sensing_And_Fingerprint_Recognition_Through_Metasurface-Excited_Surface_Waves/links/65a4f3a6af617b0d8745b172/Advanced-Terahertz-Refractive-Sensing-And-Fingerprint-Recognition-Through-Metasurface-Excited-Surface-Waves.pdf","https://scholar.google.com/scholar?q=related:knQEjefvqhcJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
39,"X Zhang, W Chen, Z Yang, C Luo, W Zhang, F Xu…","Genetic diversity analysis and DNA fingerprint construction of Zanthoxylum species based on SSR and iPBS markers",2024,"BMC Plant …","Springer","https://link.springer.com/article/10.1186/s12870-024-05373-1","https://scholar.google.com/scholar?cites=1150628052085946264&as_sdt=2005&sciodt=2007&hl=en",17,"2026-09-22 08:28:53","HTML","10.1186/s12870-024-05373-1","",,,,,,39,19.50,6,7,2,"… , it was observed that the genetic diversity index obtained through iPBS markers was … for fingerprinting. Therefore, we combined eight pairs of primers to construct DNA fingerprints for 80 …","https://link.springer.com/article/10.1186/s12870-024-05373-1","https://scholar.google.com/scholar?q=related:mLcu-R3a9w8J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
60,"D Li, H Zhou, Z Chen, Z Ren, C Xu, X He…","Ultrasensitive molecular fingerprint retrieval using strongly detuned overcoupled plasmonic nanoantennas",2023,"Advanced …","Wiley Online Library","https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202301787","https://scholar.google.com/scholar?cites=10435832687304174819&as_sdt=2005&sciodt=2007&hl=en",18,"2026-09-22 08:28:53","","10.1002/adma.202301787","",,,,,,60,20.00,9,7,3,"… Obviously, the molecular vibrational fingerprint is gradually enhanced … index, the absorption spectra exhibit a red-shift effect. However, decoupling the load-dependent refractive index …","https://www.ece.nus.edu.sg/stfpage/elelc/Publication/2023/Advanced%20Materials_23V35_Ultrasensitive%20Molecular%20Fingerprint%20Retrieval%20Using%20Strongly%20Detuned%20Overcoupled.pdf","https://scholar.google.com/scholar?q=related:4-wspomG05AJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
136,"J Zhang, G Shen, W Saad…","Radio frequency fingerprint identification for device authentication in the internet of things",2023,"IEEE Communications …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10184988/","https://scholar.google.com/scholar?cites=18062474068446974270&as_sdt=2005&sciodt=2007&hl=en",19,"2026-09-22 08:28:53","","","",,,,,,136,45.33,34,4,3,"… of the incoming signal and infer the device index, which is returned by Eq. 2. • Verification: The receiver will first decode the claimed identity, ie, the index m’, from the received signal …","https://livrepository.liverpool.ac.uk/3171530/1/manuscript%20-%20CM%202023%20RFFI.pdf","https://scholar.google.com/scholar?q=related:PpF8VnfMqvoJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
31,"J Zhang, D Gong, L Lan, Z Zheng, X Pang…","… Loblolly fruit by high performance liquid chromatography four wavelength fusion fingerprint combined with gas chromatography fingerprinting and antioxidant activity …",2022,"… of Chromatography A","Elsevier","https://www.sciencedirect.com/science/article/pii/S0021967322000176","https://scholar.google.com/scholar?cites=16483828371853754694&as_sdt=2005&sciodt=2007&hl=en",20,"2026-09-22 08:28:53","","","",,,,,,31,7.75,5,6,4,"… Though the purity of fingerprint peak is often ignored in fingerprint research, here a … index of the i th peak; A r and Λ r are the peak area and peak body index of the reference fingerprint…","","https://scholar.google.com/scholar?q=related:RkHZspFSwuQJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
87,"J Huang, B Liu, C Miao, X Zhang, J Liu…","Phyfinatt: An undetectable attack framework against phy layer fingerprint-based wifi authentication",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10339891/","https://scholar.google.com/scholar?cites=13303563740962651972&as_sdt=2005&sciodt=2007&hl=en",21,"2026-09-22 08:28:53","","","",,,,,,87,29.00,15,6,3,"… K is the set of subcarrier indexes. The φ is a vector and represents the measured phases of … Here, we subtract Nem ha from the stable NLPE fingerprint Nst to in each received frame to …","https://engineering.purdue.edu/~lusu/papers/TMC2024.pdf","https://scholar.google.com/scholar?q=related:RH_YsrzAn7gJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
414,"Z Zhang, X Zhao, X Zhang, X Hou, X Ma, S Tang…","In-sensor reservoir computing system for latent fingerprint recognition with deep ultraviolet photo-synapses and memristor array",2022,"Nature …","nature.com","https://www.nature.com/articles/s41467-022-34230-8","https://scholar.google.com/scholar?cites=11981272602345827405&as_sdt=2005&sciodt=2007&hl=en",22,"2026-09-22 08:28:53","HTML","","",,,,,,414,103.50,59,7,4,"… for the highly efficient recognition of latent fingerprints. By Ga-rich … , training, and recognition of fingerprint images based on a … tested and extracted the PPF index under various intervals, …","https://www.nature.com/articles/s41467-022-34230-8","https://scholar.google.com/scholar?q=related:TWzxy_MHRqYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
43,"X Qi, A Hu, T Chen","Lightweight radio frequency fingerprint identification scheme for V2X based on temporal correlation",2023,"IEEE Transactions on Information …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10305173/","https://scholar.google.com/scholar?cites=14612831164243326177&as_sdt=2005&sciodt=2007&hl=en",23,"2026-09-22 08:28:53","","","",,,,,,43,14.33,14,3,3,"… The indexes of the maximum and sub-maximum values of the … values and the index difference both meet the conditions. … Future research could consider data-independent fingerprint …","","https://scholar.google.com/scholar?q=related:4TR7k4U0y8oJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
70,"Y Zhu, X Yin, J Hu","FingerGAN: A constrained fingerprint generation scheme for latent fingerprint enhancement",2023,"IEEE Transactions on Pattern Analysis and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/document/10016755/","https://scholar.google.com/scholar?cites=2572648019939184364&as_sdt=2005&sciodt=2007&hl=en",24,"2026-09-22 08:28:53","","","",,,,,,70,23.33,23,3,3,"… In this paper, we propose a new method that formulates latent fingerprint enhancement as a constrained fingerprint generation problem within a generative adversarial network (GAN) …","https://ieeexplore.ieee.org/iel7/34/10144448/10016755.pdf","https://scholar.google.com/scholar?q=related:7E6WYL7hsyMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
35,"X Liu, R Wu, H Zhang, Z Chen, Y Liu…","Graph temporal convolutional network-based WiFi indoor localization using fine-grained CSI fingerprint",2025,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10838284/","https://scholar.google.com/scholar?cites=13941427269089691333&as_sdt=2005&sciodt=2007&hl=en",25,"2026-09-22 08:28:53","","","",,,,,,35,35.00,6,6,1,"… See https://www.ieee.org/publications/rights/index.html for more information. … fingerprint databases, we propose a GTCN that exploits both spatial and temporal features of the fingerprint, …","","https://scholar.google.com/scholar?q=related:xQYJhDzmecEJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
53,"H Ryou, K Sirinukunwattana, A Aberdeen, G Grindstaff…","Continuous Indexing of Fibrosis (CIF): improving the assessment and classification of MPN patients: CHRONIC MYELOPROLIFERATIVE NEOPLASMS",2023,"Leukemia","nature.com","https://www.nature.com/articles/s41375-022-01773-0","https://scholar.google.com/scholar?cites=17863503148371985562&as_sdt=2005&sciodt=2007&hl=en",26,"2026-09-22 08:28:53","HTML","","",,,,,,53,17.67,11,5,3,"… When indexed to the PCA plot derived from our locally sourced sample cohort (incorporating TDA), the PT-1 ET samples from non-transforming patients aggregated in the expected …","https://www.nature.com/articles/s41375-022-01773-0","https://scholar.google.com/scholar?q=related:msTI8nfp5_cJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
181,"J Lyu, S Shen, L Chen, Y Zhu, S Zhuang","Frequency selective fingerprint sensor: the Terahertz unity platform for broadband chiral enantiomers multiplexed signals and narrowband molecular AIT …",2023,"PhotoniX","Springer","https://link.springer.com/article/10.1186/s43074-023-00108-1","https://scholar.google.com/scholar?cites=14224385584292170792&as_sdt=2005&sciodt=2007&hl=en",27,"2026-09-22 08:28:53","HTML","10.1186/s43074-023-00108-1","",,,,,,181,60.33,36,5,3,"… For instance, the toroidal resonance are used to realize refractive index (RI) sensing of … Up to now, there are two mechanisms that can achieve THz trace molecular fingerprint sensing: …","https://link.springer.com/article/10.1186/s43074-023-00108-1","https://scholar.google.com/scholar?q=related:KAzsK1MrZ8UJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
63,"Y Zheng, S Wang, CH Chang","A DNN fingerprint for non-repudiable model ownership identification and piracy detection",2022,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9854806/","https://scholar.google.com/scholar?cites=12925724171160959037&as_sdt=2005&sciodt=2007&hl=en",28,"2026-09-22 08:28:53","","","",,,,,,63,15.75,21,3,4,"… See https://www.ieee.org/publications/rights/index.html … fingerprint should be sufficiently compact to minimize storage and transmission requirement for remote attestation. The fingerprint …","https://dr.ntu.edu.sg/bitstreams/c2752807-5fbb-49c1-acc6-0b60252a4120/download","https://scholar.google.com/scholar?q=related:Pbi6dqZlYbMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
79,"W Wang, K Sun, Y Xue, J Lin, J Fang, S Shi…","A review of terahertz metamaterial sensors and their applications",2024,"Optics …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0030401824000038","https://scholar.google.com/scholar?cites=2967711023615397337&as_sdt=2005&sciodt=2007&hl=en",29,"2026-09-22 08:28:53","","","",,,,,,79,39.50,11,7,2,"… index sensor, which relies on the sensitivity of metamaterial devices to changes in the refractive index of … Next, we delve into the THz fingerprint sensor designed for specific detection …","","https://scholar.google.com/scholar?q=related:2U2bznNtLykJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
50,"X Yang, D Li","LED-RFF: LTE DMRS-based channel robust radio frequency fingerprint identification scheme",2023,"IEEE Transactions on Information Forensics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10360105/","https://scholar.google.com/scholar?cites=933429913274836406&as_sdt=2005&sciodt=2007&hl=en",30,"2026-09-22 08:28:53","","","",,,,,,50,16.67,25,2,3,"… See https://www.ieee.org/publications/rights/index.html for more information. … Ren et al., “FWSResNet: An edge device fingerprinting framework based on scattering and convolutional …","","https://scholar.google.com/scholar?q=related:tmV4g4819AwJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
22,"R Safwat, E Shaaban, SM Al-Tabbakh…","Fingerprint-based indoor positioning system using BLE: real deployment study",2023,"Bulletin of Electrical …","beei.org","https://beei.org/index.php/EEI/article/view/3798","https://scholar.google.com/scholar?cites=1418302788595672194&as_sdt=2005&sciodt=2007&hl=en",31,"2026-09-22 08:28:53","","","",,,,,,22,7.33,6,4,3,"… a weight to each grid index in the selected K nearest … fingerprint techniques: KNN and WKNN algorithms, using Euclidean distance. Mean error, standard deviation of both fingerprint …","https://beei.org/index.php/EEI/article/download/3798/3072","https://scholar.google.com/scholar?q=related:guQwKt_SrhMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
44,"Q Lu, Z Yang, H Zhang, F Chen…","MRFE: A deep-learning-based multidimensional radio frequency fingerprinting enhancement approach for IoT device identification",2024,"IEEE Internet of Things …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10556754/","https://scholar.google.com/scholar?cites=1565777316388702360&as_sdt=2005&sciodt=2007&hl=en",32,"2026-09-22 08:28:53","","","",,,,,,44,22.00,9,5,2,"… into an enhanced RF fingerprint. The enhanced fingerprint captures more detailed physical … The random selection process is employed to assign a random index to each segment. This …","","https://scholar.google.com/scholar?q=related:mIi2ZCzCuhUJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
88,"W Ma, Y Zhu, S Ma, J Shi, H Yan, Z Lin, H Lv","Aroma characterisation of Liu-pao tea based on volatile fingerprint and aroma wheel using SBSE-GC–MS",2023,"Food Chemistry","Elsevier","https://www.sciencedirect.com/science/article/pii/S0308814623003564","https://scholar.google.com/scholar?cites=11967759429930338042&as_sdt=2005&sciodt=2007&hl=en",33,"2026-09-22 08:28:53","","","",,,,,,88,29.33,13,7,3,"… index; STD, confirmed by authentic standards. b RI a means retention index by calculation; RI b means retention index by reference. c “/” means the missing threshold and OAV. …","","https://scholar.google.com/scholar?q=related:-kZUKssFFqYJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
98,"G Shen, J Zhang, A Marshall, R Woods…","Towards receiver-agnostic and collaborative radio frequency fingerprint identification",2023,"IEEE Transactions …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10345732/","https://scholar.google.com/scholar?cites=1106359880639850144&as_sdt=2005&sciodt=2007&hl=en",34,"2026-09-22 08:28:53","","","",,,,,,98,32.67,20,5,3,"… The predicted transmitter label, ℓ, is derived by simply selecting the index of the element … and channel agnostic RF fingerprinting,” IEEE Access, vol. 10, pp. 22 808–22 818, 2022. …","https://arxiv.org/pdf/2207.02999","https://scholar.google.com/scholar?q=related:oCZIH3OUWg8J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
56,"KY Li, W Liu","Weakened Atlantic meridional overturning circulation causes the historical North Atlantic warming hole",2025,"Communications Earth &Environment","nature.com","https://www.nature.com/articles/s43247-025-02403-0","https://scholar.google.com/scholar?cites=13755444271515005252&as_sdt=2005&sciodt=2007&hl=en",35,"2026-09-22 08:28:53","HTML","","",,,,,,56,56.00,28,2,1,"… 17, we define an SST-based AMOC fingerprint index (FPISST… We develop the AMOC fingerprint index (FPI) based on the … The SST- and SSS-based AMOC fingerprint indices (FPISST …","https://www.nature.com/articles/s43247-025-02403-0","https://scholar.google.com/scholar?q=related:RHFVe68n5b4J:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
62,"C Zhu, Z Liu, S Zhang, L Wu","Likely accelerated weakening of Atlantic overturning circulation emerges in optimal salinity fingerprint",2023,"Nature Communications","nature.com","https://www.nature.com/articles/s41467-023-36288-4","https://scholar.google.com/scholar?cites=4856524124772560245&as_sdt=2005&sciodt=2007&hl=en",36,"2026-09-22 08:28:53","HTML","","",,,,,,62,20.67,16,4,3,"… fingerprint of salinity pileup remotely in the South Atlantic, but not in the classic warming hole fingerprint … Our optimal salinity fingerprint retains much of the signal of the long-term AMOC …","https://www.nature.com/articles/s41467-023-36288-4","https://scholar.google.com/scholar?q=related:de0u5PXWZUMJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
81,"J Zhang, Y Liu, G Ding, B Tang…","Adaptive decomposition and extraction network of individual fingerprint features for specific emitter identification",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10596321/","https://scholar.google.com/scholar?cites=5300372385489338735&as_sdt=2005&sciodt=2007&hl=en",37,"2026-09-22 08:28:53","","","",,,,,,81,40.50,16,5,2,"… of approximately 3.64% on the ACC index by using DNet to decompose interference signals, … (2) Algorithm stability analysis The goal of this article is to find sufficiently stable fingerprint …","","https://scholar.google.com/scholar?q=related:b8FhHpq0jkkJ:scholar.google.com/&scioq=finger+print+indexing&hl=en&as_sdt=2007&as_ylo=2022"
